,Player,Salary,Team,League,Position,Salary_mean,Salary_std_dev,Z_Score,Salary_pos_mean,Salary_pos_std_dev,Pos_Z_Score
193,Kyle Palmieri,5000000.0,NJD,NHL,RW,3427411.3242009133,2909250.513300006,0.540547700725599,3964828.7671232875,3344184.4039931404,0.30954370567623635
194,Marc Staal,5000000.0,NYR,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
195,Andy Greene,5000000.0,NYI,NHL,D,3427411.3242009133,2909250.513300006,0.540547700725599,3088056.579439252,2532520.1975314417,0.7549568301269237
196,Tomas Tatar,4981132.0,MTL,NHL,C,3427411.3242009133,2909250.513300006,0.5340621815467786,3643020.565217391,3141688.718201607,0.4259210745578201
197,Noah Hanifin,4950000.0,CGY,NHL,D,3427411.3242009133,2909250.513300006,0.5233611436479535,3088056.579439252,2532520.1975314417,0.7352136509614674
198,Alex Galchenyuk,4900000.0,MIN,NHL,C,3427411.3242009133,2909250.513300006,0.506174586570308,3643020.565217391,3141688.718201607,0.40009674653641053
199,Joonas Donskoi,4900000.0,COL,NHL,RW,3427411.3242009133,2909250.513300006,0.506174586570308,3964828.7671232875,3344184.4039931404,0.279641048430244
200,Travis Hamonic,4875000.0,CGY,NHL,D,3427411.3242009133,2909250.513300006,0.4975813080314852,3088056.579439252,2532520.1975314417,0.7055988822132829
201,Tyler Toffoli,4800000.0,VAN,NHL,C,3427411.3242009133,2909250.513300006,0.47180147241501696,3643020.565217391,3141688.718201607,0.36826673122628684
202,Craig Smith,4750000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,0.4546149153373715,3643020.565217391,3141688.718201607,0.352351723571225
203,Ian Cole,4750000.0,COL,NHL,D,3427411.3242009133,2909250.513300006,0.4546149153373715,3088056.579439252,2532520.1975314417,0.6562409342996423
204,Jonas Brodin,4750000.0,MIN,NHL,D,3427411.3242009133,2909250.513300006,0.4546149153373715,3088056.579439252,2532520.1975314417,0.6562409342996423
205,David Perron,4750000.0,STL,NHL,LW,3427411.3242009133,2909250.513300006,0.4546149153373715,3241309.4660194176,2842937.043992421,0.5306802474464518
206,Justin Abdelkader,4750000.0,DET,NHL,LW,3427411.3242009133,2909250.513300006,0.4546149153373715,3241309.4660194176,2842937.043992421,0.5306802474464518
207,Alex Tuch,4750000.0,VEG,NHL,RW,3427411.3242009133,2909250.513300006,0.4546149153373715,3964828.7671232875,3344184.4039931404,0.2347870625612555
208,Calvin de Haan,4700000.0,CHI,NHL,D,3427411.3242009133,2909250.513300006,0.437428358259726,3088056.579439252,2532520.1975314417,0.6364977551341859
209,Damon Severson,4675000.0,NJD,NHL,D,3427411.3242009133,2909250.513300006,0.42883507972090323,3088056.579439252,2532520.1975314417,0.6266261655514578
210,Karl Alzner,4625000.0,MTL,NHL,D,3427411.3242009133,2909250.513300006,0.41164852264325774,3088056.579439252,2532520.1975314417,0.6068829863860016
211,Jordan Binnington,4550000.0,STL,NHL,G,3427411.3242009133,2909250.513300006,0.3858686870267895,3559541.6666666665,2802129.165189206,0.3534663375399597
212,Brendan Smith,4525000.0,NYR,NHL,D,3427411.3242009133,2909250.513300006,0.37727540848796676,3088056.579439252,2532520.1975314417,0.567396628055089
213,Oscar Klefbom,4500000.0,EDM,NHL,D,3427411.3242009133,2909250.513300006,0.368682129949144,3088056.579439252,2532520.1975314417,0.5575250384723608
214,Nazem Kadri,4500000.0,COL,NHL,C,3427411.3242009133,2909250.513300006,0.368682129949144,3643020.565217391,3141688.718201607,0.2727766852959158
215,Cody Ceci,4500000.0,TOR,NHL,D,3427411.3242009133,2909250.513300006,0.368682129949144,3088056.579439252,2532520.1975314417,0.5575250384723608
216,Nikita Zaitsev,4500000.0,OTT,NHL,D,3427411.3242009133,2909250.513300006,0.368682129949144,3088056.579439252,2532520.1975314417,0.5575250384723608
217,Tom Wilson,4500000.0,WSH,NHL,RW,3427411.3242009133,2909250.513300006,0.368682129949144,3964828.7671232875,3344184.4039931404,0.16003041944627472
218,Ryan Murray,4500000.0,CBJ,NHL,D,3427411.3242009133,2909250.513300006,0.368682129949144,3088056.579439252,2532520.1975314417,0.5575250384723608
219,Micheal Ferland,4500000.0,VAN,NHL,LW,3427411.3242009133,2909250.513300006,0.368682129949144,3241309.4660194176,2842937.043992421,0.4427430205112688
220,Brandon Sutter,4500000.0,VAN,NHL,C,3427411.3242009133,2909250.513300006,0.368682129949144,3643020.565217391,3141688.718201607,0.2727766852959158
221,Brayden Schenn,4500000.0,STL,NHL,C,3427411.3242009133,2909250.513300006,0.368682129949144,3643020.565217391,3141688.718201607,0.2727766852959158
222,Sean Couturier,4500000.0,PHI,NHL,C,3427411.3242009133,2909250.513300006,0.368682129949144,3643020.565217391,3141688.718201607,0.2727766852959158
223,Jake Muzzin,4450000.0,TOR,NHL,D,3427411.3242009133,2909250.513300006,0.3514955728714985,3088056.579439252,2532520.1975314417,0.5377818593069046
226,Alex Killorn,4450000.0,TBL,NHL,C,3427411.3242009133,2909250.513300006,0.3514955728714985,3643020.565217391,3141688.718201607,0.256861677640854
227,Kasperi Kapanen,4400000.0,TOR,NHL,RW,3427411.3242009133,2909250.513300006,0.334309015793853,3964828.7671232875,3344184.4039931404,0.13012776220028238
228,Connor Murphy,4400000.0,CHI,NHL,D,3427411.3242009133,2909250.513300006,0.334309015793853,3088056.579439252,2532520.1975314417,0.5180386801414483
229,Patrice Bergeron,4375000.0,BOS,NHL,C,3427411.3242009133,2909250.513300006,0.3257157372550303,3643020.565217391,3141688.718201607,0.2329891661582612
230,Dmitry Kulikov,4333333.0,WPG,NHL,D,3427411.3242009133,2909250.513300006,0.3113934917799452,3088056.579439252,2532520.1975314417,0.49171430963297874
231,Charlie Coyle,4250000.0,BOS,NHL,C,3427411.3242009133,2909250.513300006,0.28274934456091655,3643020.565217391,3141688.718201607,0.1932016470206066
234,Josh Manson,4250000.0,ANA,NHL,D,3427411.3242009133,2909250.513300006,0.28274934456091655,3088056.579439252,2532520.1975314417,0.4588091426450794
235,Jonathan Ericsson,4250000.0,DET,NHL,D,3427411.3242009133,2909250.513300006,0.28274934456091655,3088056.579439252,2532520.1975314417,0.4588091426450794
236,Viktor Arvidsson,4250000.0,NSH,NHL,LW,3427411.3242009133,2909250.513300006,0.28274934456091655,3241309.4660194176,2842937.043992421,0.35480579357608577
237,Alec Martinez,4150000.0,VEG,NHL,D,3427411.3242009133,2909250.513300006,0.24837623040562556,3088056.579439252,2532520.1975314417,0.4193227843141668
238,Brian Dumoulin,4100000.0,PIT,NHL,D,3427411.3242009133,2909250.513300006,0.23118967332798007,3088056.579439252,2532520.1975314417,0.39957960514871055
239,Nick Bonino,4100000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,0.23118967332798007,3643020.565217391,3141688.718201607,0.14545662405542106
240,Olli Maatta,4083300.0,CHI,NHL,D,3427411.3242009133,2909250.513300006,0.22544936326404647,3088056.579439252,2532520.1975314417,0.39298538330744814
241,Andrei Vasilevskiy,4000000.0,TBL,NHL,G,3427411.3242009133,2909250.513300006,0.1968165591726891,3559541.6666666665,2802129.165189206,0.15718702007214316
242,Travis Konecny,4000000.0,PHI,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
243,Jacob Markstrom,4000000.0,VAN,NHL,G,3427411.3242009133,2909250.513300006,0.1968165591726891,3559541.6666666665,2802129.165189206,0.15718702007214316
244,Carl Soderberg,4000000.0,ARI,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
245,Lars Eller,4000000.0,WSH,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
246,Victor Rask,4000000.0,MIN,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
249,Craig Anderson,4000000.0,OTT,NHL,G,3427411.3242009133,2909250.513300006,0.1968165591726891,3559541.6666666665,2802129.165189206,0.15718702007214316
250,Brock Boeser,4000000.0,VAN,NHL,RW,3427411.3242009133,2909250.513300006,0.1968165591726891,3964828.7671232875,3344184.4039931404,0.010517133216313092
251,Timo Meier,4000000.0,SJS,NHL,RW,3427411.3242009133,2909250.513300006,0.1968165591726891,3964828.7671232875,3344184.4039931404,0.010517133216313092
252,Paul Byron,4000000.0,MTL,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
253,Jimmy Howard,4000000.0,DET,NHL,G,3427411.3242009133,2909250.513300006,0.1968165591726891,3559541.6666666665,2802129.165189206,0.15718702007214316
254,Mattias Ekholm,4000000.0,NSH,NHL,D,3427411.3242009133,2909250.513300006,0.1968165591726891,3088056.579439252,2532520.1975314417,0.360093246817798
255,Jack Johnson,4000000.0,PIT,NHL,D,3427411.3242009133,2909250.513300006,0.1968165591726891,3088056.579439252,2532520.1975314417,0.360093246817798
256,Brendan Gallagher,4000000.0,MTL,NHL,RW,3427411.3242009133,2909250.513300006,0.1968165591726891,3964828.7671232875,3344184.4039931404,0.010517133216313092
257,Boone Jenner,4000000.0,CBJ,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
258,Roman Josi,4000000.0,NSH,NHL,D,3427411.3242009133,2909250.513300006,0.1968165591726891,3088056.579439252,2532520.1975314417,0.360093246817798
259,Kris Russell,4000000.0,EDM,NHL,D,3427411.3242009133,2909250.513300006,0.1968165591726891,3088056.579439252,2532520.1975314417,0.360093246817798
260,Artem Anisimov,4000000.0,OTT,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
261,Mathieu Perreault,4000000.0,WPG,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
262,Chris Kreider,4000000.0,NYR,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
263,Jeff Petry,4000000.0,MTL,NHL,D,3427411.3242009133,2909250.513300006,0.1968165591726891,3088056.579439252,2532520.1975314417,0.360093246817798
264,Colin White,4000000.0,OTT,NHL,C,3427411.3242009133,2909250.513300006,0.1968165591726891,3643020.565217391,3141688.718201607,0.1136266087452974
265,Philipp Grubauer,3900000.0,COL,NHL,G,3427411.3242009133,2909250.513300006,0.1624434450173981,3559541.6666666665,2802129.165189206,0.12149987144163105
266,Colin Miller,3875000.0,BUF,NHL,D,3427411.3242009133,2909250.513300006,0.15385016647857536,3088056.579439252,2532520.1975314417,0.31073529890415724
267,Tanner Pearson,3850000.0,VAN,NHL,LW,3427411.3242009133,2909250.513300006,0.1452568879397526,3241309.4660194176,2842937.043992421,0.21410623047979288
271,Cody Eakin,3850000.0,WPG,NHL,C,3427411.3242009133,2909250.513300006,0.1452568879397526,3643020.565217391,3141688.718201607,0.06588158578011187
272,Justin Braun,3800000.0,PHI,NHL,D,3427411.3242009133,2909250.513300006,0.12807033086210712,3088056.579439252,2532520.1975314417,0.2811205301559728
273,Rickard Rakell,3800000.0,ANA,NHL,RW,3427411.3242009133,2909250.513300006,0.12807033086210712,3964828.7671232875,3344184.4039931404,-0.049288181275671555
274,Antoine Roussel,3800000.0,VAN,NHL,LW,3427411.3242009133,2909250.513300006,0.12807033086210712,3241309.4660194176,2842937.043992421,0.19651878509275628
275,Michael Grabner,3775000.0,ARI,NHL,RW,3427411.3242009133,2909250.513300006,0.11947705232328436,3964828.7671232875,3344184.4039931404,-0.05676384558716963
276,Sam Reinhart,3750000.0,BUF,NHL,C,3427411.3242009133,2909250.513300006,0.11088377378446161,3643020.565217391,3141688.718201607,0.034051570469988184
277,Casey Cizikas,3750000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,0.11088377378446161,3643020.565217391,3141688.718201607,0.034051570469988184
278,Thomas Greiss,3750000.0,NYI,NHL,G,3427411.3242009133,2909250.513300006,0.11088377378446161,3559541.6666666665,2802129.165189206,0.0679691484958629
279,Matt Murray,3750000.0,PIT,NHL,G,3427411.3242009133,2909250.513300006,0.11088377378446161,3559541.6666666665,2802129.165189206,0.0679691484958629
280,Jakub Vrana,3700000.0,WSH,NHL,LW,3427411.3242009133,2909250.513300006,0.09369721670681612,3241309.4660194176,2842937.043992421,0.16134389431868304
281,Charlie McAvoy,3700000.0,BOS,NHL,D,3427411.3242009133,2909250.513300006,0.09369721670681612,3088056.579439252,2532520.1975314417,0.24163417182506022
282,Jake Gardiner,3650000.0,CAR,NHL,D,3427411.3242009133,2909250.513300006,0.07651065962917063,3088056.579439252,2532520.1975314417,0.22189099265960394
283,Brandon Montour,3525000.0,BUF,NHL,D,3427411.3242009133,2909250.513300006,0.033544266935056896,3088056.579439252,2532520.1975314417,0.17253304474596323
286,Eric Staal,3500000.0,MIN,NHL,C,3427411.3242009133,2909250.513300006,0.02495098839623415,3643020.565217391,3141688.718201607,-0.04552346780532102
287,Ron Hainsey,3500000.0,OTT,NHL,D,3427411.3242009133,2909250.513300006,0.02495098839623415,3088056.579439252,2532520.1975314417,0.16266145516323507
288,Mark Pysyk,3500000.0,FLA,NHL,D,3427411.3242009133,2909250.513300006,0.02495098839623415,3088056.579439252,2532520.1975314417,0.16266145516323507
289,Leo Komarov,3500000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,0.02495098839623415,3643020.565217391,3141688.718201607,-0.04552346780532102
290,Brett Connolly,3500000.0,FLA,NHL,RW,3427411.3242009133,2909250.513300006,0.02495098839623415,3964828.7671232875,3344184.4039931404,-0.13899615301364854
291,Duncan Keith,3500000.0,CHI,NHL,D,3427411.3242009133,2909250.513300006,0.02495098839623415,3088056.579439252,2532520.1975314417,0.16266145516323507
292,Bryan Rust,3500000.0,PIT,NHL,RW,3427411.3242009133,2909250.513300006,0.02495098839623415,3964828.7671232875,3344184.4039931404,-0.13899615301364854
293,Ben Chiarot,3500000.0,MTL,NHL,D,3427411.3242009133,2909250.513300006,0.02495098839623415,3088056.579439252,2532520.1975314417,0.16266145516323507
294,Cal Clutterbuck,3500000.0,NYI,NHL,RW,3427411.3242009133,2909250.513300006,0.02495098839623415,3964828.7671232875,3344184.4039931404,-0.13899615301364854
295,Brandon Tanev,3500000.0,PIT,NHL,LW,3427411.3242009133,2909250.513300006,0.02495098839623415,3241309.4660194176,2842937.043992421,0.09099411277053661
296,Marcus Foligno,3500000.0,MIN,NHL,LW,3427411.3242009133,2909250.513300006,0.02495098839623415,3241309.4660194176,2842937.043992421,0.09099411277053661
297,Carl Hagelin,3500000.0,WSH,NHL,LW,3427411.3242009133,2909250.513300006,0.02495098839623415,3241309.4660194176,2842937.043992421,0.09099411277053661
301,Devan Dubnyk,3500000.0,MIN,NHL,G,3427411.3242009133,2909250.513300006,0.02495098839623415,3559541.6666666665,2802129.165189206,-0.02124872308041736
302,Will Butcher,3500000.0,NJD,NHL,D,3427411.3242009133,2909250.513300006,0.02495098839623415,3088056.579439252,2532520.1975314417,0.16266145516323507
303,Colton Sissons,3450000.0,NSH,NHL,C,3427411.3242009133,2909250.513300006,0.007764431318588657,3643020.565217391,3141688.718201607,-0.06143847546038286
304,Jean-Gabriel Pageau,3400000.0,NYI,NHL,C,3427411.3242009133,2909250.513300006,-0.009422125759056836,3643020.565217391,3141688.718201607,-0.07735348311544471
305,J.T. Compher,3400000.0,COL,NHL,LW,3427411.3242009133,2909250.513300006,-0.009422125759056836,3241309.4660194176,2842937.043992421,0.05581922199646339
306,Anthony Mantha,3300000.0,DET,NHL,RW,3427411.3242009133,2909250.513300006,-0.043795239914347826,3964828.7671232875,3344184.4039931404,-0.19880146750563318
307,Travis Sanheim,3250000.0,PHI,NHL,D,3427411.3242009133,2909250.513300006,-0.06098179699199332,3088056.579439252,2532520.1975314417,0.06394555933595364
308,Ryan Dzingel,3250000.0,CAR,NHL,C,3427411.3242009133,2909250.513300006,-0.06098179699199332,3643020.565217391,3141688.718201607,-0.12509850608063022
311,Zack Smith,3250000.0,CHI,NHL,C,3427411.3242009133,2909250.513300006,-0.06098179699199332,3643020.565217391,3141688.718201607,-0.12509850608063022
312,Jonathan Bernier,3250000.0,DET,NHL,G,3427411.3242009133,2909250.513300006,-0.06098179699199332,3559541.6666666665,2802129.165189206,-0.11046659465669761
313,Vladislav Namestnikov,3250000.0,COL,NHL,C,3427411.3242009133,2909250.513300006,-0.06098179699199332,3643020.565217391,3141688.718201607,-0.12509850608063022
314,John Moore,3250000.0,BOS,NHL,D,3427411.3242009133,2909250.513300006,-0.06098179699199332,3088056.579439252,2532520.1975314417,0.06394555933595364
315,Andre Burakovsky,3250000.0,COL,NHL,LW,3427411.3242009133,2909250.513300006,-0.06098179699199332,3241309.4660194176,2842937.043992421,0.0030568858353535676
316,Andrew Cogliano,3250000.0,DAL,NHL,LW,3427411.3242009133,2909250.513300006,-0.06098179699199332,3241309.4660194176,2842937.043992421,0.0030568858353535676
319,Christian Dvorak,3250000.0,ARI,NHL,C,3427411.3242009133,2909250.513300006,-0.06098179699199332,3643020.565217391,3141688.718201607,-0.12509850608063022
320,Jay Beagle,3200000.0,VAN,NHL,RW,3427411.3242009133,2909250.513300006,-0.07816835406963882,3964828.7671232875,3344184.4039931404,-0.2287041247516255
321,Nikita Zadorov,3200000.0,COL,NHL,D,3427411.3242009133,2909250.513300006,-0.07816835406963882,3088056.579439252,2532520.1975314417,0.04420238017049736
322,Patrik Nemeth,3200000.0,DET,NHL,D,3427411.3242009133,2909250.513300006,-0.07816835406963882,3088056.579439252,2532520.1975314417,0.04420238017049736
323,Ryan Strome,3200000.0,NYR,NHL,C,3427411.3242009133,2909250.513300006,-0.07816835406963882,3643020.565217391,3141688.718201607,-0.14101351373569207
326,Darnell Nurse,3200000.0,EDM,NHL,D,3427411.3242009133,2909250.513300006,-0.07816835406963882,3088056.579439252,2532520.1975314417,0.04420238017049736
327,Richard Panik,3200000.0,WSH,NHL,RW,3427411.3242009133,2909250.513300006,-0.07816835406963882,3964828.7671232875,3344184.4039931404,-0.2287041247516255
328,Max Domi,3150000.0,MTL,NHL,LW,3427411.3242009133,2909250.513300006,-0.09535491114728431,3241309.4660194176,2842937.043992421,-0.03211800493871965
329,Jason Demers,3150000.0,ARI,NHL,D,3427411.3242009133,2909250.513300006,-0.09535491114728431,3088056.579439252,2532520.1975314417,0.02445920100504107
330,Derek Ryan,3125000.0,CGY,NHL,C,3427411.3242009133,2909250.513300006,-0.10394818968610706,3643020.565217391,3141688.718201607,-0.16488602521828483
331,Joel Edmundson,3100000.0,CAR,NHL,D,3427411.3242009133,2909250.513300006,-0.1125414682249298,3088056.579439252,2532520.1975314417,0.0047160218395847844
332,James Reimer,3100000.0,CAR,NHL,G,3427411.3242009133,2909250.513300006,-0.1125414682249298,3559541.6666666665,2802129.165189206,-0.16399731760246578
333,Valtteri Filppula,3000000.0,DET,NHL,C,3427411.3242009133,2909250.513300006,-0.1469145823802208,3643020.565217391,3141688.718201607,-0.20467354435593943
334,Phillip Danault,3000000.0,MTL,NHL,LW,3427411.3242009133,2909250.513300006,-0.1469145823802208,3241309.4660194176,2842937.043992421,-0.08488034109982948
